attendance_percentage,assignments_rate,quizzes_score,previous_grades,time_spent_on_study,extracurricular,stress_level,dropout_confidense
68.59,80.47,78.98,67.764,14.1,1,9,0.5061
80.9,89.07,93.23,80.88,17.2,0,10,0.4004
78.77,91.15,61.06,70.988,7.6,1,1,0.3838
69.71,51.36,66.64,62.2345,5.8,1,3,0.5936
65.33,86.67,79.37,87.298,16.7,1,4,0.4535
70.35,89.19,62.34,80.44,8,0,9,0.58
78.7,85.02,92.37,66.208,20.8,0,1,0.4508
71.41,85.68,68.33,69.724,24.9,1,8,0.3816
63.18,52.07,79.08,72.8155,5.8,1,3,0.696
88.05,72.1,61.31,69.2925,20.3,0,8,0.6149
76.57,90.91,52.07,78.5795,25.4,1,2,0.4071
53.38,96.7,58.69,83.6785,16,1,6,0.5343
68.42,61.47,52.31,61.9165,29,0,2,0.6289
94.25,78.96,73.43,72.238,7.8,1,7,0.3576
87.76,90.22,79.33,75.9565,13.1,0,6,0.4738
66.16,87.62,52.23,71.9925,10.8,1,7,0.5579
96.91,80.94,54.52,66.345,29.9,0,9,0.4453
53.83,50.93,74.28,64.185,12.4,0,10,0.736
98.06,86.19,89.96,72.582,14.7,1,9,0.2482
62.29,88.66,81.4,77.451,26.2,1,6,0.4715
50.45,86.14,55.24,74.3865,28.2,1,8,0.5396
71.69,88.29,94.38,64.148,28.4,0,10,0.4918
67.95,71.55,95.87,72.227,19,1,6,0.4534
76.95,99.69,66.25,74.958,21.6,0,10,0.3439
89.84,88.54,80.8,66.632,13.7,0,2,0.4481
92.12,78.93,74.62,73.249,20.2,1,5,0.325
70.06,96.71,97.1,68.2885,12.6,1,5,0.4234
71.49,95.41,75.44,67.228,23.7,1,4,0.3842
57.41,90.73,98,76.703,12.7,1,9,0.3891
52.38,78.18,59.97,67.559,27,1,2,0.5701
82.06,76.36,67.28,72.071,8.6,1,7,0.6316
53.22,66.44,89.07,65.861,19.3,1,6,0.6161
86.69,62.54,89.18,82.7955,18,1,3,0.3705
76.95,75.62,86.61,76.71,11.6,0,7,0.5624
59.93,78.89,92.98,77.569,5.7,0,8,0.6101
76.98,62.23,85.13,80.5685,8.7,0,4,0.5647
59.15,96.13,81.8,77.5635,29.2,1,8,0.3225
71.94,77.86,72.95,77.176,28.5,0,6,0.4689
89.98,76.33,73.35,79.9455,8,0,5,0.5318
73.1,71.78,70.31,72.444,14.4,1,8,0.5035
57.43,52.9,81.01,66.5305,16.6,0,6,0.7839
86.19,94.12,70.33,75.2775,17,0,10,0.4218
59.34,65.85,57.37,59.8735,12.5,0,8,0.7361
86.93,82.12,55.33,60.4725,27.8,1,6,0.4784
73.97,80.37,96.22,79.2965,27.7,1,4,0.2894
72.69,79.22,51.24,66.6675,5.5,1,2,0.6523
92.57,76.29,55.27,73.678,21.3,1,3,0.3871
85.43,59.07,72.27,63.961,6.9,0,7,0.6437
51.65,64.03,63.15,76.7,19.9,0,6,0.7213
64.81,76.21,70.29,69.23,26.7,0,6,0.5596
93.55,89.47,55.87,77.976,21.2,0,9,0.3119
50.92,71.6,56.55,55.4365,16.7,1,5,0.669
77.26,60.2,90.03,62.9695,28.9,0,9,0.5586
86.39,54.4,87.96,69.569,23.7,0,1,0.4538
81.09,83.15,55.21,63.9595,11.2,1,3,0.499
88.03,71.17,83.39,72.7065,14.7,0,5,0.3965
86.28,56.27,80.47,69.334,24,0,7,0.4543
84.6,83.72,85.67,62.328,5.5,1,5,0.3637
91.08,60.38,73.72,56.7065,6.6,1,4,0.5633
82.28,75.45,63.5,75.0505,26.5,1,5,0.3772
70.12,65.31,83.18,61.761,6.1,1,1,0.5461
73.6,96.58,68.57,70.1545,22,1,5,0.3908
85.84,61.41,60.95,75.125,13,0,9,0.6243
93.82,71,70.43,74.6435,25.6,0,3,0.4967
63.61,97.97,88.16,71.0975,26.2,1,10,0.3037
67.1,65.94,73.79,63.1885,28.8,1,6,0.5799
96.54,82.23,64.99,83.9965,7.4,1,9,0.4595
78.93,65.84,91.59,76.7755,15.6,1,6,0.4042
58.95,55.53,94.08,66.034,19.3,1,10,0.6232
83.18,81.38,71.66,77.233,27.9,1,6,0.3213
99.54,95.8,68.73,83.5045,11.7,1,6,0.2988
91.17,72.63,80.63,72.8595,6.8,0,7,0.5847
87.29,81.31,52.9,78.046,10,0,6,0.5651
60.4,80.44,84.57,79.5265,17.4,0,8,0.5649
93.81,70.75,89.11,62.3725,22,0,2,0.3729
76.29,80.74,69.87,74.132,22.3,1,8,0.3675
94.46,62.97,58.73,67.4115,6.9,0,4,0.5878
66.49,68.9,51.44,65.589,24,1,2,0.639
53.1,72.12,81.86,63.674,21.5,0,9,0.5755
73.8,93.2,63.45,76.258,15.2,0,5,0.4396
63.49,67.42,73.19,77.7495,19.3,0,3,0.5834
85.76,81.76,69.32,65.7035,24.2,1,3,0.3319
97.86,60.67,58.74,56.177,11.6,1,9,0.5382
84.55,62.63,75.42,78.8325,28.5,0,5,0.4153
94.35,82.42,72.98,78.588,8.4,1,10,0.3466
72.65,88.12,81.21,75.8385,27.6,1,7,0.3046
88.58,73.11,62.59,69.2955,23.5,0,2,0.4936
92.15,66.75,60.73,70.1585,21.5,1,6,0.3875
85.54,95.51,90.72,75.374,7.1,1,1,0.242
75.39,56.79,85.11,69.4925,28,1,8,0.4463
81.29,86.04,88.61,76.504,12.4,1,1,0.3884
85.03,84.51,56.16,66.177,23.6,0,3,0.4555
62.65,84.51,61.2,71.599,27.1,1,6,0.4663
90.48,96.77,78.78,80.8675,11.1,0,8,0.3766
97.52,86.41,92.86,80.5645,27.9,1,10,0.1124
73.26,65.08,94.61,70.566,20.3,0,1,0.5052
85.05,67.67,91.6,76.3785,21.5,0,10,0.4625
86.85,69.56,52.17,64.7365,27.9,1,4,0.4421
83.11,51.54,91.04,87.013,18.2,0,3,0.5146
77.36,95.68,94.95,68.2895,16,0,1,0.3136
94.08,53.68,52.84,61.4375,20.8,1,5,0.6036
72.45,84.99,70.81,76.495,18.9,1,8,0.4613
53.06,86.51,76.83,81.195,6.5,0,7,0.6125
92.23,92.19,61.64,82.8395,9.5,0,3,0.4096
83.7,77.67,75.83,57.956,5.3,0,5,0.5836
92.46,86.26,94.3,77.0375,7.7,0,5,0.4376
56.93,65.14,93.35,72.4635,23.2,0,8,0.5269
51.54,87.28,96.99,71.671,5.1,0,6,0.5702
96.72,67.17,74.21,78.2115,12.6,0,3,0.4993
57.39,95.14,70.53,75.448,16.2,0,7,0.5235
90.48,58.17,83.29,66.4055,28.4,1,1,0.4164
91.16,65.79,70.84,61.709,13.2,1,2,0.5724
85.44,74.94,52.1,70.5195,24.6,0,7,0.4952
56.56,88.79,86,79.4805,15.2,1,2,0.4851
83.37,87.44,64.05,64.9565,7.5,0,2,0.4757
94.45,60.54,52.45,68.9605,7.5,0,10,0.6891
71.28,57.21,51.03,76.9605,15.8,0,7,0.7013
70.68,65.2,96.57,59.2265,6.4,1,10,0.6323
72.14,74.19,62.6,63.664,19.3,1,4,0.5093
54.11,76.95,72.39,76.1185,17.3,1,9,0.5061
94.6,71.46,97.53,61.598,22.6,0,7,0.4144
93.46,83.15,73.38,67.6225,9.6,1,10,0.3418
99.9,71.38,53.93,63.079,19.8,0,10,0.5064
79.26,97.32,77.6,77.279,9.4,1,6,0.4401
87.56,63.05,54.41,53.4135,23.1,1,4,0.555
60.13,81.37,54.75,70.2115,12.7,0,8,0.7836
83.38,80.57,92.57,71.238,20.4,0,5,0.4446
82.49,64.08,64.47,72.9875,27.1,0,8,0.4859
95.06,70.58,83.93,70.089,17.2,1,8,0.3919
91.54,68.27,75.45,67.3115,9.8,1,9,0.4998
96.92,58.62,61.12,66.307,27.2,1,9,0.3767
93.44,73.86,75.89,85.213,14,0,7,0.3753
93.43,69.33,53.45,67.079,23.3,0,10,0.5018
53.19,58.92,67.36,74.321,13,0,7,0.6499
92.3,72.49,76.14,78.488,12.5,1,6,0.4112
80.37,71.09,61.42,70.4755,21.1,1,9,0.4979
69.02,56.57,83.01,60.7585,8.9,1,8,0.5772
52.83,56.56,52.59,62.2855,26.7,0,1,0.7525
83.88,82.38,74.24,73.7585,14.7,0,8,0.5167
66.41,85.33,85.75,76.5825,5.5,0,2,0.5457
73.39,97.06,71.5,79.9,12.6,1,9,0.4141
84.09,54.35,93.73,64.739,24.6,1,6,0.473
95.59,55.89,81.61,72.591,26.5,1,5,0.4067
91.27,52.59,97.92,66.638,19.2,1,7,0.4489
72.53,76.61,64.21,66.9685,12.4,0,4,0.5641
69.39,81.14,96.94,69.342,18.2,0,9,0.5035
61.99,70.18,80.34,74.3745,25.9,1,10,0.5725
68.62,89.9,87.26,89.598,12.9,0,8,0.4157
55.55,84.33,95.11,73.994,14.6,1,1,0.568
98.56,99.29,77.56,72.9745,18.5,0,1,0.2446
78.7,56.89,93.11,68.129,27.2,1,3,0.42
56.39,52.92,77.08,71.7485,19.6,0,8,0.6715
67.64,63.74,79.96,66.002,10.2,0,8,0.6839
77.35,50.95,72.25,57.3475,7.2,0,2,0.6252
76.64,96.63,57.28,74.087,7.4,1,1,0.4375
51.78,65.2,77.68,69.5375,28.8,0,4,0.5527
97.54,77.62,98.87,68.5555,25.6,1,2,0.2334
63.77,65.9,89.36,71.958,24.1,0,5,0.5848
50.81,62.29,87.37,77.123,17.4,0,7,0.6865
53.82,57.62,82.17,66.849,21.8,1,10,0.5298
79.01,66.02,67.4,66.4755,8.2,0,10,0.7681
56.89,80.77,58.48,73.073,20.5,1,5,0.5853
52.09,98.58,61.23,80.334,25.3,0,1,0.4507
68.98,77.9,50.32,69.41,6.6,0,10,0.7274
81.14,76.64,83.67,81.745,12.4,0,5,0.4683
55.59,51.76,90.59,77.1895,7.8,1,6,0.6313
65.67,92,63.45,76.7925,11.5,1,9,0.5403
70.89,52.24,54.59,57.861,24.3,1,1,0.6022
57.97,95.31,66.79,61.6045,13.3,0,3,0.5825
75.3,76.93,64.6,81.0375,22.2,1,5,0.4041
54.26,58.42,72.54,58.5125,24.3,0,1,0.6133
52.33,72.59,63.21,80.8935,25.4,1,7,0.5745
75.99,99.75,66.99,90.3845,26.8,1,1,0.2844
62.39,65.25,95.38,77.715,19.9,0,10,0.5858
54.77,63.47,66.74,59.258,12,1,10,0.7919
71.2,55.9,89.28,64.8455,8.8,1,3,0.6091
95.76,79.86,81.29,74.346,17.6,0,1,0.3256
86.21,54.46,66.88,78.424,7.6,0,9,0.6775
90.78,88.3,90.89,74.0405,27.8,0,7,0.2198
93.6,95.96,79.75,81.6205,16.1,0,10,0.2926
98.63,96.59,50.43,71.719,26.8,1,9,0.2634
88.16,55.4,53.44,70.6575,22.7,1,9,0.6019
80.42,77.91,87.63,59.753,26.4,0,9,0.5057
68.27,54.86,72.33,65.8005,27.1,0,10,0.6628
59.08,78.6,70.28,67.6785,6.3,0,5,0.7398
84.33,90.75,57.29,53.9015,23.1,1,7,0.4131
99.75,76.89,57.87,73.446,10.7,0,6,0.504
73.37,93.6,89.89,80.553,29.7,1,6,0.2614
86.18,90.08,91.45,71.6445,24.5,0,3,0.3499
74.75,63.83,78,69.285,5.1,1,10,0.6176
71.6,81.51,64.76,68.033,28.2,0,6,0.4822
70.52,50.37,96.64,73.7035,12.3,1,10,0.6114
75.23,69.8,81.2,70.009,15.4,0,6,0.5948
68.34,61.9,89.83,68.589,20.3,1,5,0.4776
87.44,96.86,50.16,61.6645,27.9,0,4,0.4138
93.71,70.27,72.52,67.418,28.2,0,10,0.384
94.14,82.7,93.55,66.547,19.1,1,5,0.1768
61.38,86.6,66.91,61.756,12.9,1,7,0.6043
94.8,88.66,86.33,72.705,12,1,4,0.3429
67.08,86.79,82.88,63.855,14.1,1,9,0.527
65.47,64.46,57.61,59.737,9.5,1,4,0.6034
86.34,84.3,88.75,72.855,21.7,1,9,0.3165
65.23,77.45,55.63,59.862,18.2,0,10,0.5758
52.65,79.87,86.4,76.276,24.3,0,9,0.6186
68.68,50.04,99.55,63.03,7.4,1,7,0.5805
86.07,62.91,97.9,69.114,15,1,7,0.498
66.35,96.53,90.01,81.383,11,0,10,0.5196
81.48,64.5,76.73,62.487,18.4,1,1,0.4389
83.01,71.9,83.74,85.2715,16.7,0,2,0.3579
86.69,59.33,86.41,71.888,16.2,0,3,0.5096
94.86,56.93,50.42,63.082,12.9,0,3,0.5761
71.63,60.43,55.12,68.4225,23.2,1,3,0.5817
58.32,77.68,79.85,70.7485,17,0,9,0.5885
65.95,95.95,50.33,68.6545,10.1,1,2,0.4605
71.61,66.31,95.45,70.022,18.7,1,1,0.3311
85.69,66.17,74.48,62.429,19.9,1,1,0.4655
50.66,78.21,62.89,74.828,5.5,0,6,0.7102
65.79,67.84,69.69,68.285,10.1,0,7,0.6561
88.99,95.52,92.54,59.871,11.1,0,2,0.4178
83.54,68.89,96.36,84.8275,11.2,1,2,0.4293
86.59,74.52,55.81,67.8115,11,0,8,0.5828
90.59,76.67,88.9,67.453,11.8,0,7,0.4423
89.16,89.1,78.91,77.2955,11.6,0,4,0.4231
84.11,78.2,79.28,73.9305,27.1,0,7,0.333
71.98,61.96,88.97,78.271,13,0,4,0.5619
99.18,56.2,61.14,63.599,13.7,1,5,0.5497
78.45,96.89,76.55,79.9095,11.7,1,8,0.4244
60.14,90.08,65.97,69.741,29.2,1,4,0.3512
64.64,51.15,54.73,59.44,18.4,1,7,0.6931
84.68,91.08,55.25,74.0665,20.3,1,2,0.3372
96.24,79.53,56.82,59.0385,23.4,0,2,0.4519
58.94,75.94,80.74,75.779,13.3,1,9,0.5931
54.12,50.61,55.29,71.379,29.2,0,10,0.8207
94.08,89.04,78.51,71.5295,8.8,0,8,0.4086
95.76,59.9,79.41,75.3355,16.4,0,3,0.4278
63.82,86.4,95.19,80.081,8.6,0,7,0.5695
68.86,50.79,81.32,65.1145,24.8,1,1,0.5557
83.01,89.82,99.28,69.05,7.7,0,4,0.4794
66.5,51.15,51.55,53.011,18.8,0,4,0.7985
93.86,61.79,85.21,69.44,7.6,1,8,0.4298
55.38,63.41,51.32,79.6085,16.3,0,4,0.6499
51.9,57.88,86.47,79.653,12,0,9,0.6265
60.42,74.05,69.29,64.4915,27.6,0,10,0.6445
64.3,64.18,80.57,57.0815,6.3,1,7,0.7432
55.65,99.66,65.48,66.293,21.2,0,10,0.669
53.28,79,57.96,81.116,22.4,0,5,0.6508
87.78,78.32,86.18,69.127,27.2,1,8,0.3906
58.21,61.04,95.23,75.012,26.9,1,4,0.4531
95.7,70.43,59.18,72.998,29.4,1,10,0.3325
68.4,56.2,96.04,71.0025,11.3,0,6,0.6588
83.53,88.13,57.01,67.9785,11.9,0,5,0.5519
61.27,66.56,86.78,82.969,14.9,1,10,0.5539
62.02,87.6,97.97,62.3335,18.4,0,3,0.5061
78.74,68.58,57.37,69.3775,14.2,1,8,0.5964
78.03,99.44,71.75,62.512,23.5,0,6,0.4876
88.44,58.56,66.87,68.9645,5.2,0,4,0.6912
87.89,50.08,69.42,70.825,5.4,0,1,0.6586
83.53,79.74,87.66,81.9415,22.9,1,10,0.3796
72.46,97.65,83.06,82.7065,27.1,0,1,0.3327
94.53,82.35,98.43,78.5185,24.4,0,3,0.2301
81.13,54.29,59.27,59.9925,7.9,0,8,0.777
99.51,77.02,77.16,72.9245,28.4,0,8,0.2664
90.97,95.47,72.46,72.273,18,0,2,0.403
52.22,50.33,95.94,71.3445,23.6,0,1,0.5585
66.03,58.35,50.53,73.4015,10,1,5,0.7145
78.59,90.73,99.46,74.129,18.7,0,1,0.2919
86.07,94.7,73.99,70.425,13.3,1,8,0.4188
77.52,85.36,81.28,69.905,29.4,1,9,0.3584
89.31,99.58,68,83.5645,16.9,0,2,0.2444
64.13,54.51,92.63,70.5435,23.9,1,4,0.5405
59.2,77.28,78.1,60.218,20.1,1,6,0.5364
52.7,84.25,83.14,70.1505,7.4,0,7,0.6972
78.67,85.13,82.45,65.7565,18.6,1,5,0.4083
84.43,89.67,68.2,69.0505,18.5,0,1,0.4411
66.31,95.88,53.8,71.1345,22.9,0,7,0.4824
80.68,68.08,90.39,63.8445,13,1,7,0.4643
52.61,52.15,64.49,70.212,26.5,1,5,0.6391
54.96,68.12,92.45,68.3165,20.6,1,2,0.5704
85.09,83.58,80.43,78.0405,6,0,2,0.5398
68.4,60.67,67.69,75.854,22.7,1,9,0.5251
83.57,90.5,79.71,60.279,27.7,0,9,0.4604
91.59,60.99,82.27,60.794,22.1,0,4,0.3725
92.63,50.5,85.33,59.7285,14.5,0,4,0.498
58.61,75.4,91.12,62.7445,19.8,0,7,0.5376
74.31,86.32,57.99,76.4075,9.3,1,5,0.451
86.7,67.48,97.21,74.343,20,1,1,0.2557
88.7,87.44,70.54,67.105,17.5,0,5,0.4573
89.23,71.92,93.02,62.752,5.7,0,4,0.4979
61.41,58.59,61.02,59.4625,13,0,3,0.7778
59.63,54.53,51.45,60.06,9.8,1,1,0.8033
79.5,85.53,78.67,70.486,14.8,1,9,0.4562
87.05,69.29,66.23,60.653,11,1,4,0.5686
65.96,95.64,99.22,82.317,25.9,1,3,0.2653
55.24,77.01,55.22,74.294,22.4,1,8,0.5454
85.84,67.42,52.37,66.6545,23.5,0,7,0.6151
64.98,67.45,52.25,77.45,14,1,6,0.6024
58.32,56.57,60.84,61.637,5.1,1,6,0.7428
57.39,79.69,78.96,71.2905,10.5,1,2,0.5513
65.75,79.11,75.28,74.6705,23.9,1,9,0.4332
79.63,90,67.5,85.942,20.1,1,1,0.3087
67.92,60.06,54.44,56.835,18.5,1,4,0.6887
51.03,64.54,61.69,63.382,12,0,4,0.8006
54.85,54.86,59.21,65.052,6.9,0,9,0.8181
64.53,64.77,87.28,76.278,24.6,1,3,0.439
82.99,71.41,89,89.747,6,0,9,0.5426
54.93,98.2,88.85,68.039,6.5,0,2,0.5786
78.03,82.65,98.45,69.357,12.4,1,1,0.48
55.99,89.14,94.21,84.7515,19.3,1,7,0.4722
60.58,66.28,74.89,60.978,29.8,1,2,0.5863
58.61,57.23,70.75,72.77,7.3,0,1,0.6579
53.36,62.84,95.79,80.614,16.8,1,9,0.6051
83.57,62.82,80.56,65.899,20,0,8,0.5338
73.17,79.16,64.72,60.114,25.6,1,3,0.4512
91.55,67.07,78.22,55.588,22.2,0,2,0.4832
54.94,92.87,99.61,85.451,25.2,1,1,0.3635
57.24,99.43,92.47,78.0645,18.1,0,10,0.4925
65.32,67.16,64.06,58.8235,15.8,1,4,0.5928
88.29,85.25,97.65,72.592,20.5,1,6,0.3223
65.29,82.87,99.07,71.9275,27.5,1,2,0.3116
70.42,59.72,61.56,64.4985,18.8,1,6,0.6333
65.08,95.9,94.78,64.4265,20.1,1,5,0.3765
54.01,59.97,94.16,82.5515,13.4,1,1,0.5385
96.97,86.85,51.99,57.182,19.9,0,10,0.5385
77.43,67.38,83.48,80.3275,20.7,0,7,0.4298
89.39,68.35,65.26,68.344,23.8,0,7,0.5918
82.92,72.77,83.73,62.602,19.3,1,5,0.348
75.71,93.23,95.68,75.6245,9.9,0,4,0.3845
54.48,57.01,74.94,63.1665,19.5,1,2,0.6695
82.14,52.73,70.72,82.7025,12.4,0,7,0.6261
57.77,70.1,96.08,66.9955,7.2,1,8,0.6079
70.72,52.78,98.71,65.843,25.6,0,9,0.5557
81.46,84.38,53.11,79.2215,6.7,0,6,0.5875
89.11,88.02,96.14,71.34,20.8,0,2,0.2932
84.25,92.74,54.14,71.263,29.7,1,1,0.3971
83.58,87.19,66.86,63.755,7.2,1,2,0.5227
57.45,95.82,88.13,75.613,10.5,1,3,0.5025
67.31,87.42,88.85,73.4435,24,0,1,0.3579
52.15,96.8,86.29,78.4525,7.4,1,5,0.5031
85.97,59.66,51.96,72.0985,25.8,1,7,0.4967
97.63,74.99,56.65,62.8495,5,1,9,0.4948
63.21,99.7,96.81,75.699,27.2,0,6,0.3727
54.38,84.08,54.07,73.8425,6.7,1,8,0.653
73.78,93.93,53.93,76.077,28,1,2,0.408
92.83,51.52,91.78,65.2435,26.6,0,5,0.3942
77.6,93.59,82.06,77.786,18.5,0,9,0.4992
52.34,84.89,67.58,65.457,24.4,0,7,0.568
98.71,58.54,58.29,70.1495,6.9,0,7,0.6144
91.43,51.28,94.21,78.07,8.4,1,3,0.4928
56.58,63,99.43,62.481,14.2,1,3,0.5541
96.09,95.79,52.5,78.373,18.4,1,2,0.353
72.53,83.41,77.71,65.7225,26.7,0,9,0.4224
68.59,95.97,63.07,71.8315,18.6,0,4,0.57
73.05,72.31,91.62,79.444,21.6,1,9,0.4189
91.73,96.83,67.3,73.8825,22,1,4,0.2584
82.97,73.15,85.73,68.963,26.9,1,8,0.366
52.96,60.21,76.98,67.2125,24.4,0,1,0.6815
97.88,57.57,77.08,62.027,29.4,0,1,0.3849
57.39,99.69,92.9,64.658,5.5,1,6,0.4755
87.28,66.69,73.52,65.2945,10.2,0,6,0.5622
81.81,58,92.28,63.5265,28.3,1,7,0.3732
59.38,50.42,68.17,68.6175,24.8,0,7,0.7918
58.54,64.28,58.74,62.245,11.7,0,10,0.7662
93.52,94.46,72.77,74.8205,29.4,1,3,0.2608
70.98,76.7,74.92,79.431,26.7,0,9,0.4911
82.73,81.62,73.92,77.692,6.6,1,9,0.4324
75.2,96.12,90.42,79.584,25.3,0,3,0.3095
86.37,75.64,78.23,58.571,24.6,0,7,0.5089
73.96,91.91,94.42,74.3515,10.5,0,4,0.4234
64.37,66.19,75.71,76.1475,21.7,1,6,0.5874
68.17,98.86,61.24,70.6415,29.3,0,6,0.4955
92.95,53.94,56.47,63.562,21.9,1,5,0.5732
73.4,86.24,93.42,64.5515,25.3,0,6,0.3937
60.67,83.03,52.81,61.9475,7.5,1,7,0.6322
96.73,59.58,55.88,66.2845,23.2,1,2,0.4232
89.83,69.44,53.18,70.254,10.1,1,7,0.5598
52.78,65.64,71.19,80.978,6.8,1,7,0.7074
99.95,54.72,76.63,68.508,18.8,1,7,0.333
84.75,79.24,50.99,64.465,23.8,1,10,0.4964
58.01,99.68,75.78,82.336,18.7,1,5,0.4248
61.86,77.98,69.69,70.701,28.3,0,3,0.5094
84.62,77.26,88.68,72.076,22.4,1,5,0.4118
88.99,52.02,91.5,62.3415,7.9,1,1,0.5366
61.95,56.96,84.25,56.5955,28.4,1,5,0.6368
62.85,75.66,73.67,78.3655,8.8,0,3,0.596
65.36,99.26,60.81,68.2105,24,1,7,0.5006
79.9,93.83,92.36,89.469,8.7,1,4,0.3932
58.59,67.01,67.08,69.9255,30,0,6,0.666
55.21,77.15,67.81,68.1815,13.3,1,6,0.576
83.94,77.64,95.8,69.4455,17.4,1,4,0.3484
88.95,84.27,98.78,82.217,16.7,0,1,0.2777
75.05,84.39,94.91,89.4435,7.5,1,3,0.392
68.19,89.49,99.91,70.4685,17.4,1,3,0.4054
71.6,51.25,93.45,62.916,8.7,1,6,0.5788
69.42,97.18,85.22,80.2565,25,1,10,0.3419
98,53.5,64.69,69.2995,29,0,8,0.3828
88.4,73.81,97.65,68.056,25.2,1,2,0.3674
60.4,95.98,93.83,84.7415,15.8,0,6,0.4048
69.21,74.38,62.04,62.8305,5.1,1,7,0.6646
77.2,53.18,74.46,67.8075,5.9,0,3,0.6601
80.65,61.46,53.5,59.404,17.4,1,1,0.6436
73.41,78.93,97.67,74.864,22,0,2,0.2541
90.51,54.39,78.64,71.8065,25.5,0,5,0.4709
88.38,71.18,62.26,75.8,20,1,1,0.4063
75.26,66.45,64.62,76.201,29.5,1,4,0.4247
92.72,90.76,99.03,75.609,17.3,0,6,0.3822
87.55,55.51,80.78,60.774,20,1,1,0.4292
88.93,84.14,71.03,71.4625,10.8,1,6,0.4669
97.82,70.33,74.99,67.525,13.5,1,8,0.4532
63.32,79.39,54.93,64.9365,22.1,1,1,0.6132
63.38,60.28,53.75,72.877,20,0,8,0.6712
94.45,80.49,79.64,72.9145,14.2,1,8,0.3386
88.61,83.7,75.6,67.8655,7.8,1,2,0.4807
96.33,53.51,67.96,61.027,13.6,0,3,0.596
53.16,91.22,78.31,81.947,6.1,1,6,0.4726
81.39,93.06,53.63,72.686,19.5,0,8,0.4604
57.23,53.18,97.2,60.197,13.1,1,5,0.6701
75.19,80.16,64.69,54.9715,14.5,1,9,0.6239
57.79,79.7,53.59,63.822,19.4,0,4,0.6332
56.4,50.62,58.48,70.4125,19.5,0,4,0.6073
50.61,67.12,54.77,66.8745,19.7,0,8,0.7862
81.51,98.45,58.93,70.436,17.3,0,5,0.3924
67.95,77.77,70.84,74.2975,17.2,1,8,0.4216
55.26,96.66,86.9,73.154,25.5,1,1,0.2357
66.14,83.78,63.62,76.127,16.7,1,10,0.5778
58.45,51.42,71.8,67.287,18.4,1,5,0.6787
97.08,53.89,96.44,75.0185,29.7,0,8,0.3568
66,86.11,64.79,63.5485,9.5,1,8,0.6689
66.7,77.73,89.74,60.6585,23.2,1,7,0.5084
91.99,56.36,57.89,68.7245,16.8,1,3,0.601
82.39,80.7,58.92,57.426,25.8,1,10,0.421
85.51,90.51,72.81,65.434,15.1,0,10,0.4796
81.8,87.65,61.71,61.4315,12.6,0,7,0.4756
97.31,62.31,95.15,67.213,10.2,0,3,0.4412
60.35,62.91,52.54,62.545,26.8,0,6,0.6833
99.45,98.39,79.86,74.0915,23,1,9,0.2581
91.55,94.37,80.21,76.972,6.9,0,8,0.415
79.45,65.92,53.3,71.3495,22.8,1,4,0.5503
83.12,91.2,86.63,80.5275,5.9,0,5,0.4608
82.44,58.09,73.44,65.62,9.5,1,4,0.6819
52.92,59.84,86.15,81.3075,19.8,1,6,0.5573
60.9,59.06,91.35,76.538,16.6,1,8,0.52
98.07,54.39,66.14,65.583,26,0,6,0.5072
76.72,92.73,74.22,77.0165,20.2,1,5,0.3246
68.92,78.94,63.04,82.8565,29.1,1,9,0.5157
88.1,62.95,60.08,56.903,26.4,1,7,0.497
76.23,92.43,50.03,67.9455,13.5,1,10,0.5113
50.66,90.13,98.18,75.4035,25.9,0,3,0.4202
86.81,55.05,72.05,61.8815,26.7,0,10,0.5973
86.61,82.21,50.65,70.9795,29.2,1,2,0.3699
58.26,86.09,50.45,64.3205,5.3,0,5,0.7051
97.83,85.79,64.42,59.6805,26.9,0,5,0.4679
61.2,86.16,50.7,81.3145,6.7,1,6,0.5685
72.89,58.47,68.73,66.8445,18.2,1,1,0.5633
55.74,65.75,53.15,65.9505,15.4,0,5,0.7896
80.16,92.21,51.96,70.6375,28,0,7,0.3707
68.77,94.92,83.47,80.165,15.1,0,9,0.4842
67.66,63.96,95.34,76.444,19.9,0,3,0.4517
91.35,51.15,70.47,64.4325,22.3,0,7,0.6013
50.48,92.99,91.84,59.3895,5.5,0,7,0.6027
89.9,68.85,51.46,65.6,19.8,1,7,0.5493
78.57,66.47,88.88,65.658,17.9,0,4,0.5684
99.3,67.35,53.14,70.9075,19.9,1,3,0.471
79.47,70.78,91.92,70.275,6.9,1,1,0.4786
52.77,68.91,94.12,74.994,6.4,0,6,0.6537
52.53,78.32,89.3,66.991,9.4,0,4,0.6124
94.16,53.95,91.04,83.347,26.7,1,8,0.4121
92.06,98.58,78.07,71.731,13.9,0,6,0.3293
67.29,96.82,63.24,73.4175,15.9,0,6,0.4701
80.9,96.72,82.16,83.3875,14.8,1,8,0.3649
74.48,93.96,71.98,81.071,22.9,0,5,0.3581
98.36,83.02,50.27,69.1975,11.5,1,8,0.415
97.5,61.06,73.84,85.435,6.7,1,1,0.3469
99.19,52.47,82.56,73.6655,14.5,0,10,0.4876
93.32,54.97,50.69,62.6795,23.2,1,2,0.513
95.48,66.2,81.07,68.001,27.9,1,8,0.3695
60.86,75.19,82.63,65.838,6.3,1,1,0.6354
91.55,99.66,57.91,77.5055,25.3,0,5,0.3559
85.44,71.77,71.55,65.9085,6.7,0,5,0.5719
